record_id,Unnamed: 0,cites,authors,Coding,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,PT,AU,BA,BE,GP,AF,BF,CA,Title,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,Abstract,C1,C3,RP,EM,RI,OI,FU,FP,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,DL,D2,EA,PG,WC,WE,SC,GA,PM,OA,HC,HP,DA,UT,exported_notes_1,Included,asreview_ranking,exported_notes_2,,exported_notes_3
1315,1315,38,S. Mahajan,empirical,From Do-It-Yourself (DIY) to Do-It-Together (DIT): Reflections on designing a citizen-driven air quality monitoring framework in Taiwan,2021,Sustainable Cities and Society,,https://api.elsevier.com/content/article/eid/1-s2.0-S2210670720308453,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097873262&origin=inward,113,8/22/24 16:58,Article,10.1016/j.scs.2020.102628,2210-6707,https://api.elsevier.com/content/abstract/scopus_id/85097873262,66,,,,38,12.67,38,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,666,,,
1293,1293,36,F. Morreale,empirical,Building a maker community around an open hardware platform,2017,Conference on Human Factors in Computing Systems - Proceedings,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044866338&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85044866338&origin=inward,120,8/22/24 16:58,Conference Paper,10.1145/3025453.3026056,,https://api.elsevier.com/content/abstract/scopus_id/85044866338,2017,,6948,6959,36,5.14,36,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,703,,,
1297,1297,36,"J. Hausberg, Sebastian Spaeth",empirical,Why Makers Make What They Make: Motivations to Contribute to Open Source Hardware Development,2018,,,,,42,8/22/24 15:04,,10.1111/radm.12348,,,,,,,36,6,18,2,6,"Open source software (OSS) and hardware (OSH) are two expressions of one broader concept and its related movement. One of the most fundamental questions relating to these phenomena is why developers contribute their private resources to these public goods. While this question has been discussed, theorized, and empirically investigated in the context of OSS, there has been no research so far in the context of OSH. Can we really assume the motivations behind the development of the OSH to be the same as those behind OSS? Based on the self&#8208;determination theory (SDT), we provide original insights into the motivations behind contributions to OSH development. We collected data from the most common and active 3D printing communities, which are the main loci of OSH development. We thus have a unique cross&#8208;sectional data set with participants from over 30 different countries using all kinds of different OSH platforms. Our analysis reveals several important findings: firstly, the motivations are in some aspects very similar to those in open source software notwithstanding different possibilities, hurdles, and incentives regarding the OSS and OSH. Above all, enjoyment&#8208;based intrinsic motivation is a major factor affecting contribution levels. Secondly, among internalized extrinsic motivations, expected private benefits through improving own skills stands out. Thirdly, different factors of internalized extrinsic motivations can have different moderating effects on the effect of enjoyment&#8208;based intrinsic motivation. Given the imminent changes in business models throughout manufacturing industries in order to adapt to the challenge that OSH will increasingly pose, our findings have important implications not only for OSH communities and 3D development platforms, but also for businesses that want and probably soon have to engage in open innovation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,720,,,
1592,1592,124,"R Agrifoglio, C Cannavale, E Laurenza, ...",empirical,How emerging digital technologies affect operations management through co-creation. Empirical evidence from the maritime industry,2017,Production Planning & …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/09537287.2017.1375150,https://scholar.google.com/scholar?cites=18378746052619375565&as_sdt=2005&sciodt=2007&hl=en,146,8/22/24 10:20,,10.1080/09537287.2017.1375150,,,,,,,124,17.71,31,4,7,… prototype project carried out by academics from different countries who have developed an integrated multifunctional navigation software based on open software and open hardware …,https://www.tandfonline.com/doi/pdf/10.1080/09537287.2017.1375150,https://scholar.google.com/scholar?q=related:zZN9-yhsDv8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,767,,,
1663,1663,362,"O. Elijah, C. Leow, T. A. Rahman, S. Nunoo, S. Z. Iliya",empirical,A Comprehensive Survey of Pilot Contamination in Massive MIMO—5G System,2016,,,,,944,8/22/24 15:04,,10.1109/COMST.2015.2504379,,,,,,,362,45.25,72,5,8,"Massive MIMO has been recognized as a promising technology to meet the demand for higher data capacity for mobile networks in 2020 and beyond. Although promising, each base station needs accurate estimation of the channel state information (CSI), either through feedback or channel reciprocity schemes in order to achieve the benefits of massive MIMO in practice. Time division duplex (TDD) has been suggested as a better mode to acquire timely CSI in massive MIMO systems. The use of non-orthogonal pilot schemes, proposed for channel estimation in multi-cell TDD networks, is considered as a major source of pilot contamination in the literature due to the limitations of coherence time. Given the importance of pilot contamination in massive MIMO systems, we provide an extensive survey on pilot contamination, and identify other possible sources of pilot contamination, which include hardware impairment and non-reciprocal transceivers. We review established theories that have analyzed the effect of pilot contamination on the performance of massive MIMO systems, particularly on achievable rates. Next, we categorize the different proposed mitigation techniques for pilot contamination using the following taxonomy: pilot-based approach and subspace-based approach. Finally, we highlight the open issues, such as training overhead, deployment scenario, computational complexity, use of channel reciprocity, and conclude with broader perspective and a look at future trends in pilot contamination in massive MIMO systems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,811,,,
1658,1658,335,"S Lindtner, GD Hertz, P Dourish",empirical,"Emerging sites of HCI innovation: hackerspaces, hardware startups &incubators",2014,… of the SIGCHI conference on human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/2556288.2557132,https://scholar.google.com/scholar?cites=9809637540088086733&as_sdt=2005&sciodt=2007&hl=en,114,8/22/24 10:20,,10.1145/2556288.2557132,,,,,,,335,33.5,112,3,10,"… 1 on a global scale, open hardware platforms such as the … In this paper, we examine open hardware products like the … In the discussion, we examine, in light of our empirical cases, …",https://dl.acm.org/doi/pdf/10.1145/2556288.2557132,https://scholar.google.com/scholar?q=related:zYBJeF7VIogJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,833,,,
1507,1507,79,J.M. Pearce,empirical,Economic savings for scientific free and open source technology: A review,2020,HardwareX,,https://api.elsevier.com/content/article/eid/1-s2.0-S2468067220300481,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090888890&origin=inward,37,8/22/24 16:58,Article,10.1016/j.ohx.2020.e00139,2468-0672,https://api.elsevier.com/content/abstract/scopus_id/85090888890,8,,,,79,19.75,79,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,860,,,
1514,1514,80,"Joel West, George Kuk",empirical,The complementarity of openness: How MakerBot leveraged Thingiverse in 3Dprinting,2016,Technological Forecasting And Social Change,Elsevier Science Inc,,,20,8/22/24 16:58,Article,10.1016/j.techfore.2015.07.025,0040-1625,,102,,169,181,80,10,40,2,8,"Selective openness allows a firm to sell a systemic innovation that combines both open and proprietary technologies. Such firm strategies are now common for open source software and other information goods. However, they pose conceptual and practical uncertainties for hardware-focused companies, particularly as research on open hardware has emphasized community rather than firm success. Here we study firm openness in 3D printing, with a case study of how MakerBot Industries leveraged external communities and selective openness become the consumer market leader. After reviewing the literature on systemic innovation and selective openness, we document the proprietary strategies of a dozen startup companies during the first two decades of the 3D printing industry. We contrast this to the open hardware, software and content strategy that MakerBot's founders used to enter and grow the consumer market from 2009 onward. We show how MakerBot shifted to a selectively open, systemic innovation strategy that complemented proprietary hardware and software with open user-generated content from its Thingiverse online community. From this, we suggest the inherent complementarity of selective openness strategies between open and proprietary components, and conclude with predictions as to when and how a startup or incumbent firm will combine open and proprietary elements. (C) 2015 Published by Elsevier Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,883,,,
1558,1558,97,J. M. Pearce,empirical,Return on investment for open source scientific hardware development,2015,Science and Public Policy,Oxford University Press (OUP),http://dx.doi.org/10.1093/scipol/scv034,,323,8/22/24 15:14,journal-article,10.1093/scipol/scv034,0302-3427,,43,2,192,195,97,10.78,97,1,9,,http://academic.oup.com/spp/article-pdf/43/2/192/7645685/scv034.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,910,,,
1559,1559,97,Joshua M. Pearce,empirical,Quantifying the Value of Open Source Hardware Development,2014,,,,,80,8/22/24 15:04,,10.4236/ME.2015.61001,,,,,,,97,9.7,97,1,10,"With the maturation of digital manufacturing technologies like 3-D printing, a new paradigm is emerging of distributed manufacturing in both scientific equipment and consumer goods. Hardware released under free licenses is known as free and open source hardware (FOSH). The availability of these FOSH designs has a large value to those with access to digital manufacturing methods and particularly for scientists with needs for highly-customized low-volume production products. It is challenging to use traditional funding models to support the necessary investment of resources in FOSH development because of the difficulty in quantifying the value of the result. In order to overcome that challenge and harvest the current opportunity in both low-cost scientific equipment and consumer products, this article evaluates the following methods to quantify the value of FOSH design including: 1) downloaded substitution valuation; 2) avoided reproduction valuation and 3) market savings valuation along with additional benefits related to market expansion, scientific innovation acceleration, educational enhancement and medical care improvement. The strengths and weaknesses of these methods are analyzed and the results show that the methods are relatively straight-forward to institute, based on reliable freely-available data, and that they minimize assumptions. A case study of a syringe pump with numerous scientific and medical applications is presented. The results found millions of dollars of economic value from a relatively simple scientific device being released under open-licenses representing orders of magnitude increase in value from conventional proprietary development. The inescapable conclusion of this study is that FOSH development should be funded by organizations interested in maximizing return on public investments particularly in technologies associated with science, medicine and education.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,911,,,
