Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"D Ahmadaliev, AHS Metwally, ...","The Effects of Educational Robotics on STEM Students' Engagement and Reflective Thinking",2022,"2022 IEEE Frontiers …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9962498/","",393,"2024-08-22 10:20:32","","","","",,,,,0,0.00,0,3,2,"… sessions (3 weeks) by using open-source hardware and software kits through articulated robots … Based on the foregoing empirical results of the current study, we found that ER practical …","https://ieeexplore.ieee.org/iel7/9962306/9962373/09962498.pdf","https://scholar.google.com/scholar?q=related:4CwJaCcIsqwJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
10,"D Beldiman","From Bits to Atoms: Does the Open Source Software Model Translate to Open Source Hardware?",2018,"Santa Clara High Tech. LJ","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sccj35&section=11","https://scholar.google.com/scholar?cites=15588006504709318109&as_sdt=2005&sciodt=2007&hl=en",15,"2024-08-22 10:20:32","PDF","","","",,,,,10,1.67,10,1,6,"… This paper asks whether the success of OSS can be replicated in an open source hardware … the legal structure and enforceability of open hardware license. It further considers in what …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/sccj35&section=11","https://scholar.google.com/scholar?q=related:3WWtxVO5U9gJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"D Dobrilovic","APPROACH IN USING OPEN-SOURCE HARDWARE IN TEACHING SOLAR-POWERED IOT NODE DEVELOPMENT",,"imea2022.fmi-plovdiv.org","","https://imea2022.fmi-plovdiv.org/wp-content/uploads/2023/01/1_1_Dobrilovic_13_26.pdf","",129,"2024-08-22 10:20:32","PDF","","","",,,,,0,0.00,0,1,,"… of using open-source hardware in … open-hardware components in engineering education. First, this paper overviews different approaches to implementing open-source hardware, …","https://imea2022.fmi-plovdiv.org/wp-content/uploads/2023/01/1_1_Dobrilovic_13_26.pdf","https://scholar.google.com/scholar?q=related:juRj1SYlAvYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
6,"D Dobrilovic, B Odadzic, ...","Approach in planning the deployment of 868 MHz RF modules in WSN scenarios",2015,"2015 IEEE 10th Jubilee …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7208235/","https://scholar.google.com/scholar?cites=434278345219387153&as_sdt=2005&sciodt=2007&hl=en",341,"2024-08-22 10:20:32","","","","",,,,,6,0.67,2,3,9,"… This research uses the open-source hardware platform in order to provide low-cost and effective platform for tuning path loss propagation model. The methodology is similar as in [1, 7, 8…","","https://scholar.google.com/scholar?q=related:ES9ypNrdBgYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
4,"D Dobrilovic, Z Stojanov, J Stojanov, M Malic","Tools for modelling distance estimation based on RSSI.",2020,"ICCS-DE","ceur-ws.org","https://ceur-ws.org/Vol-2638/paper4.pdf","https://scholar.google.com/scholar?cites=14660264072604056473&as_sdt=2005&sciodt=2007&hl=en",494,"2024-08-22 10:20:32","PDF","","","",,,,,4,1.00,1,4,4,"… from empirical researches [18, … open source hardware. The central unit of the platform is microcontroller board Arduino/Genuino UNO Rev3. Arduino/Genuino is open-source hardware …","https://ceur-ws.org/Vol-2638/paper4.pdf","https://scholar.google.com/scholar?q=related:mXv8KIC4c8sJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
21,"D Dobrilović, V Brtka, G Jotanović, Ž Stojanov, ...","The urban traffic noise monitoring system based on LoRaWAN technology",2022,"Wireless …","Springer","https://link.springer.com/article/10.1007/s11276-021-02586-2","https://scholar.google.com/scholar?cites=11849014516435214034&as_sdt=2005&sciodt=2007&hl=en",486,"2024-08-22 10:20:32","","10.1007/s11276-021-02586-2","","",,,,,21,10.50,4,5,2,"… This article presents an approach in designing urban traffic noise monitoring system based on LoRaWAN and microservices oriented architecture supported with open-source hardware …","","https://scholar.google.com/scholar?q=related:0l6RhuwncKQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
1,"D Dobrilović, Ž Stojanov, M Malić, D Malić","Exploring the performance of LoRa TM modules for indoor based wireless sensor networks",,"infoteh.etf.ues.rs.ba","","https://infoteh.etf.ues.rs.ba/zbornik/2018/radovi/KST-2/KST-2-4.pdf","https://scholar.google.com/scholar?cites=12908021644195425688&as_sdt=2005&sciodt=2007&hl=en",270,"2024-08-22 10:20:32","PDF","","","",,,,,1,0.00,0,4,,"… are extensive usage of open-source hardware based platforms, … prototyping platform based on opensource hardware and low-… on open-source hardware and low-cost communication …","https://infoteh.etf.ues.rs.ba/zbornik/2018/radovi/KST-2/KST-2-4.pdf","https://scholar.google.com/scholar?q=related:mG1St0uBIrMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
10,"D Hepperle, T Dienlin, M Wölfel","Reducing the human factor in virtual reality research to increase reproducibility and replicability",2021,"2021 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9585852/","https://scholar.google.com/scholar?cites=3568169654919482815&as_sdt=2005&sciodt=2007&hl=en",384,"2024-08-22 10:20:32","","","","",,,,,10,3.33,3,3,3,"… on top of that, also in empirical computer sciences we see much potential for dedicated … Approaches such as open hardware (eg, the connection and design of open-source hardware …","https://arxiv.org/pdf/2110.15687","https://scholar.google.com/scholar?q=related:v83Na2WvhDEJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
21,"D Kera","Science artisans and open science hardware",2017,"Bulletin of Science, Technology &Society","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0270467618774978","https://scholar.google.com/scholar?cites=13601825803522719015&as_sdt=2005&sciodt=2007&hl=en",67,"2024-08-22 10:20:32","","10.1177/0270467618774978","","",,,,,21,3.00,21,1,7,"… Rather than cheap, fast, and disruptive solutions, which are often the goal of open hardware … method of a natural philosophy over the empirical skills and experiences of the artisans or …","https://journals.sagepub.com/doi/pdf/10.1177/0270467618774978","https://scholar.google.com/scholar?q=related:J722s4Bkw7wJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
1,"D Laverty, M Rusch, D Saba, ...","Open Source Time Synchronised Sampled Value Logger for Power System Studies",2022,"2022 33rd Irish Signals …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9826178/","https://scholar.google.com/scholar?cites=10825910910963413185&as_sdt=2005&sciodt=2007&hl=en",331,"2024-08-22 10:20:32","","","","",,,,,1,0.50,0,4,2,"… Access to empirical data at this level is necessary to improve understanding of … from both professional substation equipment and open source hardware such as OpenPMU. The method …","https://ieeexplore.ieee.org/iel7/9826136/9826139/09826178.pdf","https://scholar.google.com/scholar?q=related:wfD_iZ1cPZYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
11,"D Lundström, A Sobron, P Krus, C Jouannet, ...","Subscale flight testing of a generic fighter aircraft",2016,"30th Congress of the …","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1153444","https://scholar.google.com/scholar?cites=7287767908126668644&as_sdt=2005&sciodt=2007&hl=en",242,"2024-08-22 10:20:32","HTML","","","",,,,,11,1.38,2,5,8,"… assembled from off the shelf components as well as open source hardware and software. … of the scaling laws; and from an empirical point of view by means of field experiments aimed at …","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1153444","https://scholar.google.com/scholar?q=related:ZLdh2UxaI2UJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
5,"D Sengupta, T Zubatiy, SK Hamilton, ...","Open speech platform: Democratizing hearing aid research",2020,"Proceedings of the 14th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3421937.3422017","https://scholar.google.com/scholar?cites=17258461638667849505&as_sdt=2005&sciodt=2007&hl=en",282,"2024-08-22 10:20:32","","10.1145/3421937.3422017","","",,,,,5,1.25,1,4,4,"… Speech Platform (OSP), which is an open-source hardware-software co-design to provide a … empirical and subjective feedback based on their experience, which were of great help. At …","https://dl.acm.org/doi/pdf/10.1145/3421937.3422017","https://scholar.google.com/scholar?q=related:Ic-Azmtfgu8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
117,"D Sui","Opportunities and impediments for open GIS",2014,"Transactions in GIS","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/tgis.12075","https://scholar.google.com/scholar?cites=1342299438127144125&as_sdt=2005&sciodt=2007&hl=en",467,"2024-08-22 10:20:32","","10.1111/tgis.12075","","",,,,,117,11.70,117,1,10,"… include open data, open software, open hardware, open standards, open research collaboration, … But currently we still lack empirical studies about the potential environmental impacts of …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/tgis.12075","https://scholar.google.com/scholar?q=related:vVzGJzrOoBIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
63,"D Ventura, D Casado-Mansilla, ...","ARIIMA: a real IoT implementation of a machine-learning architecture for reducing energy consumption",2014,"… Computing and Ambient …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-13102-3_72","https://scholar.google.com/scholar?cites=18171724034536033609&as_sdt=2005&sciodt=2007&hl=en",497,"2024-08-22 10:20:32","","10.1007/978-3-319-13102-3_72","","",,,,,63,6.30,21,3,10,"… Comparing ARIIMA with Wang’s architecture, we can emphasize our completely open hardware/software solution3 and its wide range of application. Thus, the presented architecture …","https://paginaspersonales.deusto.es/garaizar/papers/UBICOMP2014-DV-DCM-JLA-PG-DLI-VC.pdf","https://scholar.google.com/scholar?q=related:Sc3yQrvuLvwJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"D Virag, J Homolak, I Kodvanj, AM Vargantolić, ...","MIROSLAV: A complete open-source hardware and software toolkit for high-throughput circadian activity measurement and analysis in rodents",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2024.06.25.600592.abstract","",167,"2024-08-22 10:20:32","","10.1101/2024.06.25.600592.abstract","","",,,,,0,0.00,0,5,1,"While conventional behavioural tests offer valuable insight into rodent behaviour in specific paradigms, rodents spend most of their time in a safe, undisturbed environment - their home …","https://www.biorxiv.org/content/10.1101/2024.06.25.600592.full.pdf","https://scholar.google.com/scholar?q=related:gwCjz1-lSsMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
52,"DA Mellis, L Buechley","Case studies in the personal fabrication of electronic products",2012,"Proceedings of the designing interactive systems …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2317956.2317998","https://scholar.google.com/scholar?cites=10515928044063328028&as_sdt=2005&sciodt=2007&hl=en",264,"2024-08-22 10:20:32","","10.1145/2317956.2317998","","",,,,,52,4.33,26,2,12,"… Although in our research we eschewed custom tools in favor of an open-source hardware approach, we see the following works as important sources of motivation, insight, and future …","https://dl.acm.org/doi/pdf/10.1145/2317956.2317998","https://scholar.google.com/scholar?q=related:HIf2HdcU8JEJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
12,"DKM Kufoalor, V Aaker, TA Johansen, ...","Automatically generated embedded model predictive control: Moving an industrial PC‐based MPC to an embedded platform",2015,"Optimal Control …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/oca.2182","https://scholar.google.com/scholar?cites=15077357879190829646&as_sdt=2005&sciodt=2007&hl=en",410,"2024-08-22 10:20:32","","10.1002/oca.2182","","",,,,,12,1.33,3,4,9,"… The eMPC was implemented for rapid prototyping on the Ethernut 5 open-source hardware, and its performance was tested for a simulated process. The concept was tested using a real …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/oca.2182","https://scholar.google.com/scholar?q=related:TjqbnBuJPdEJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"DM Tuyen","Vulnerabilities in IoT Devices",2019,"","Duong Minh Tuyen","","",274,"2024-08-22 10:20:32","CITATION","","","",,,,,0,0.00,0,1,5,"","","https://scholar.google.com/scholar?q=related:_uUu8Q4k-r4J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
5,"DP Green, V Fuchsberger, N Taylor, ...","Introduction to this special issue on open design at the intersection of making and manufacturing",2019,"Human–Computer …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/07370024.2019.1591960","https://scholar.google.com/scholar?cites=5386491211065406673&as_sdt=2005&sciodt=2007&hl=en",161,"2024-08-22 10:20:32","","10.1080/07370024.2019.1591960","","",,,,,5,1.00,1,4,5,"… a thousand worldwide and open source hardware platforms like … Specifically, ideals of open source hardware and making arose … It reviews both empirical studies and conceptual papers …","https://www.tandfonline.com/doi/pdf/10.1080/07370024.2019.1591960","https://scholar.google.com/scholar?q=related:0TRRtTepwEoJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
20,"E Al-Masri, S Kabu, P Dixith","Emerging hardware prototyping technologies as tools for learning",2020,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9079832/","https://scholar.google.com/scholar?cites=4917644155675265021&as_sdt=2005&sciodt=2007&hl=en",72,"2024-08-22 10:20:32","","","","",,,,,20,5.00,7,3,4,"… Adafruit Industries, an open-source hardware company and one of the resellers of the … experiential (empirical) or referenced (unempirical) method. An experiential or empirical indicator …","https://ieeexplore.ieee.org/iel7/6287639/6514899/09079832.pdf","https://scholar.google.com/scholar?q=related:_cfMBk77PkQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"E Berdou","Open Development in Materially Deprived Settings: Opportunities, Tensions, and Dilemmas",2017,"Information Technologies &International Development","","","",381,"2024-08-22 10:20:32","CITATION","","","",,,,,0,0.00,0,1,7,"","","https://scholar.google.com/scholar?q=related:MI5hTTkuTfkJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
131,"E Enkel, M Bogers, H Chesbrough","Exploring open innovation in the digital age: A maturity model and future research directions.",2020,"R&d Management","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00336807&asa=N&AN=141357363&h=rn9Kp1XDOLdedp5syDMrPp4%2FUcl%2FX2MAWk7dOdtGRt9vClZNxoApTWnG9u6GujMm4Nbhy67hC0aGcnhxBfP6dg%3D%3D&crl=c","https://scholar.google.com/scholar?cites=12680243471698987835&as_sdt=2005&sciodt=2007&hl=en",323,"2024-08-22 10:20:32","","10.1111/radm.12397","","",,,,,131,32.75,44,3,4,"… Empirical studies show that not every company needs the same degree of openness, depending for example on innovation speed, corporate strategy, market positioning, or technology …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/radm.12397","https://scholar.google.com/scholar?q=related:O4sVNEFG-a8J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
1,"E Ferreira","Types of market offers enabled by open source hardware",2010,"","repository.library.carleton.ca","https://repository.library.carleton.ca/downloads/12579s92p","https://scholar.google.com/scholar?cites=174609526489239227&as_sdt=2005&sciodt=2007&hl=en",57,"2024-08-22 10:20:32","PDF","","","",,,,,1,0.07,1,1,14,"… open source hardware and software. The results of this research suggest that: i) open source hardware … not found in the case of open source hardware-subscription services and testing; …","https://repository.library.carleton.ca/downloads/12579s92p","https://scholar.google.com/scholar?q=related:u07KcHBWbAIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
20,"E Napier","Technology Enabled Social Responsibility Projects and an Empirical Test of CSR's Impact on Firm Performance",2019,"","scholarworks.gsu.edu","https://scholarworks.gsu.edu/marketing_diss/50/","https://scholar.google.com/scholar?cites=4913918790869574949&as_sdt=2005&sciodt=2007&hl=en",202,"2024-08-22 10:20:32","","","","",,,,,20,4.00,20,1,5,"… With respect to the stakeholder implications of CSR, there are numerous unanswered theoretical and empirical questions with a significant … The Kit is built on an open hardware platform …","https://scholarworks.gsu.edu/cgi/viewcontent.cgi?article=1052&context=marketing_diss","https://scholar.google.com/scholar?q=related:JeXl8Bq_MUQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"E Polyak","STORYTELLING WITH OPEN HARDWARE: INTERACTIVE ANIMATION LEARNING FRAMEWORK",2011,"ICERI2011 Proceedings","library.iated.org","https://library.iated.org/view/POLYAK2011STO","",131,"2024-08-22 10:20:32","","","","",,,,,0,0.00,0,1,13,"… , it is also limited and because of the empirical nature of the process the artists develop linear, sometimes even convergent thinking. Open hardware technologies provide first-hand …","","https://scholar.google.com/scholar?q=related:8iozZs2E1fYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
1,"E PRANDELLI, G VERONA","From Software to Hardware: The Changing Technology of Open Source",2012,"Advances in Strategy and …","iris.unibocconi.it","https://iris.unibocconi.it/handle/11565/3774322","https://scholar.google.com/scholar?cites=14038042478373043671&as_sdt=2005&sciodt=2007&hl=en",27,"2024-08-22 10:20:32","","","","",,,,,1,0.08,1,2,12,"… of open source hardware are now emerging. Social hardware or open source hardware (… Next, we turn to the empirical evidence on how OSH is developed and how the leader of an …","","https://scholar.google.com/scholar?q=related:1_1E4UEl0cIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
24,"E Vasey, S Ko, M Jeon","In-vehicle affect detection system: Identification of emotional arousal by monitoring the driver and driving style",2018,"Adjunct proceedings of the 10th international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3239092.3267417","https://scholar.google.com/scholar?cites=13027031620613265386&as_sdt=2005&sciodt=2007&hl=en",325,"2024-08-22 10:20:32","","10.1145/3239092.3267417","","",,,,,24,4.00,8,3,6,"… OpenXC is an open-source hardware and software platform developed by Ford Motor Company [9] for reading real-time data from a vehicle’s controller area network (CAN) bus using …","https://dl.acm.org/doi/pdf/10.1145/3239092.3267417","https://scholar.google.com/scholar?q=related:6ldvID1QybQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
61,"E Viciana, A Alcayde, FG Montoya, R Baños, ...","An open hardware design for internet of things power quality and energy saving solutions",2019,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/19/3/627","https://scholar.google.com/scholar?cites=3774998352325018101&as_sdt=2005&sciodt=2007&hl=en",121,"2024-08-22 10:20:32","HTML","","","",,,,,61,12.20,12,5,5,"… quality disturbance detection; empirical mode decomposition [… It is low-cost, single-phase open-hardware, with advanced … professional low-cost open-source hardware device for power …","https://www.mdpi.com/1424-8220/19/3/627","https://scholar.google.com/scholar?q=related:9YEEKgB9YzQJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
22,"E Viciana, FM Arrabal-Campos, A Alcayde, R Baños, ...","All-in-one three-phase smart meter and power quality analyzer with extended IoT capabilities",2023,"Measurement","Elsevier","https://www.sciencedirect.com/science/article/pii/S0263224122015056","https://scholar.google.com/scholar?cites=10609141072304965099&as_sdt=2005&sciodt=2007&hl=en",474,"2024-08-22 10:20:32","","","","",,,,,22,22.00,4,5,1,"… With the aim of providing a low-cost device based on open-hardware and open-source … of 3Ph-oZm; Section 3 presents the empirical validation of the device in different applications; …","https://repositorio.ual.es/bitstream/handle/10835/15087/R2_ozm3_Meas.pdf?sequence=1","https://scholar.google.com/scholar?q=related:64W-epg9O5MJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
1,"E Wen, G Weber, S Nanayakkara","WasmAndroid: A Cross-Platform Runtime for Native Programming Languages on Android",2022,"ACM Transactions on Embedded …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3530286","https://scholar.google.com/scholar?cites=10203955289248924109&as_sdt=2005&sciodt=2007&hl=en",469,"2024-08-22 10:20:32","","10.1145/3530286","","",,,,,1,0.50,0,3,2,"… some background knowledge on Android, open source hardware, and WebAssembly in this … An empirical study on quality of Android applications written in Kotlin language. Emp. Softw. …","https://dl.acm.org/doi/pdf/10.1145/3530286","https://scholar.google.com/scholar?q=related:zYGmz0W7m40J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"E Yazici, CJ Ng, N Lau, R Chana, T Tanaka, W Aung","CANnect [automobile diagnostic application]",2020,"","summit.sfu.ca","https://summit.sfu.ca/item/31512","",386,"2024-08-22 10:20:32","","","","",,,,,0,0.00,0,6,4,"… This design specification document outlines the design approach for our open-source hardware … CANnect is an open source hardware component and open source software platform. …","https://summit.sfu.ca/_flysystem/fedora/2022-08/input_data/20891_1/team8_LATE_102116_12858011_8desi-2.pdf","https://scholar.google.com/scholar?q=related:5sdymy1D4eAJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
0,"EAM Rios","Computers And Electrical Engineering Template",2020,"Authorea Preprints","advance.sagepub.com","https://advance.sagepub.com/doi/full/10.22541/au.160133695.58028533","",444,"2024-08-22 10:20:32","","10.22541/au.160133695.58028533","","",,,,,0,0.00,0,1,4,"… The eye tracking device is made of open-source hardware and software to make it available … of information and data to make an empirical analysis of human cognition, behavior, and …","https://www.authorea.com/doi/pdf/10.22541/au.160133695.58028533","https://scholar.google.com/scholar?q=related:7NktJ-peqs0J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
16,"F Anwar, S D'souza, A Symington, ...","Timeline: An operating system abstraction for time-aware applications",2016,"2016 IEEE Real …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7809855/","https://scholar.google.com/scholar?cites=2847384358081928381&as_sdt=2005&sciodt=2007&hl=en",420,"2024-08-22 10:20:32","","","","",,,,,16,2.00,4,4,8,"… Leveraging open source hardware and software components, … Observe that the empirical distribution and the distribution … QoT stack holds up to empirical measurement. For the Linux RT …","https://ieeexplore.ieee.org/iel7/7807458/7809829/07809855.pdf","https://scholar.google.com/scholar?q=related:vRx60vzwgycJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
162,"F Arvin, J Espinosa, B Bird, A West, S Watson, ...","Mona: an affordable open-source mobile robot for education and research",2019,"Journal of Intelligent & …","Springer","https://link.springer.com/article/10.1007/s10846-018-0866-9","https://scholar.google.com/scholar?cites=12813892909773593733&as_sdt=2005&sciodt=2007&hl=en",273,"2024-08-22 10:20:32","","10.1007/s10846-018-0866-9","","",,,,,162,32.40,27,6,5,"… Mona is a low-cost, open-source and open-hardware mobile robot, which has been developed to be … Suitable values of αm and βm were estimated through empirical experiments. …","https://link.springer.com/content/pdf/10.1007/s10846-018-0866-9.pdf","https://scholar.google.com/scholar?q=related:hZzz5LUX1LEJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
14,"F Buonafede, G Felice, F Lamperti, ...","Additive manufacturing and global value chains: an empirical investigation at the country level",2018,"International Business in …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/S1745-886220180000013013/full/html","https://scholar.google.com/scholar?cites=8513760588957140676&as_sdt=2005&sciodt=2007&hl=en",238,"2024-08-22 10:20:32","","10.1108/S1745-886220180000013013","","",,,,,14,2.33,4,4,6,"… However, so far, the lack of available data on the real worldwide diffusion of these technologies has precluded the possibility to study this phenomenon from an empirical standpoint. …","","https://scholar.google.com/scholar?q=related:xMaC1yX0JnYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
15,"F Calegario, J Tragtenberg, C Frisson, E Meneses, ...","Documentation and Replicability in the NIME Community",2021,"NIME …","nime.pubpub.org","https://nime.pubpub.org/pub/czq0nt9i?readingCollection=bd12ca41","https://scholar.google.com/scholar?cites=16884644945340273638&as_sdt=2005&sciodt=2007&hl=en",426,"2024-08-22 10:20:32","HTML","","","",,,,,15,5.00,3,5,3,"… in our community—could strengthen existing empirical results and help us learn from our … proposal [17] based on the Open Source Hardware Association, and by salient points from …","https://nime.pubpub.org/pub/czq0nt9i?readingCollection=bd12ca41","https://scholar.google.com/scholar?q=related:5hOafR5PUuoJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
1,"F Camara, C Fox","Game theory proxemics and trust for self-driving car social navigation",2022,"IEEE …","seanavbench.interactive-machines …","https://seanavbench.interactive-machines.com/papers/camara.pdf","https://scholar.google.com/scholar?cites=5209126648320030601&as_sdt=2005&sciodt=2007&hl=en",413,"2024-08-22 10:20:32","PDF","","","",,,,,1,0.50,1,2,2,"… In a first empirical study [14]… empirical understanding of the human factors required by future game theoretic autonomous vehicles. In a second study [5], we developed a novel empirical …","https://seanavbench.interactive-machines.com/papers/camara.pdf","https://scholar.google.com/scholar?q=related:ifciZxaJSkgJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007"
