Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"","Open-Source Hardware Platform",2018,"Embedded Systems and Robotics with Open Source Tools","CRC Press","http://dx.doi.org/10.1201/b19730-13","",1,"2024-08-22 15:14:58","book-chapter","10.1201/b19730-13","","",,,65,72,0,0.00,0,0,6,"","",""
1,"","Open-Source Hardware Platform",2016,"Embedded Systems and Robotics with Open Source Tools","CRC Press","http://dx.doi.org/10.1201/b19730-6","",10,"2024-08-22 15:14:58","book-chapter","10.1201/b19730-6","","",,,45,52,1,0.13,0,0,8,"","",""
0,"","",2020,"","SPIE-Intl Soc Optical Eng","http://dx.doi.org/10.1117/12.2568949.6181545715001","",18,"2024-08-22 15:14:58","component","10.1117/12.2568949.6181545715001","","",,,,,0,0.00,0,0,4,"","",""
0,"","",2024,"","Publications Office of the European Union","http://dx.doi.org/10.3030/101134083","",19,"2024-08-22 15:14:58","grant","10.3030/101134083","","",,,,,0,0.00,0,0,1,"","",""
0,"","Video for Open-Source NoC-Based Many-Core for Evaluating Hardware Trojan Detection Methods",2020,"","Institute of Electrical and Electronics Engineers (IEEE)","http://dx.doi.org/10.1109/iscas45731.2020.9180578/video","",22,"2024-08-22 15:14:58","component","10.1109/iscas45731.2020.9180578/video","","",,,,,0,0.00,0,0,4,"","",""
0,"","",2023,"","Publications Office of the European Union","http://dx.doi.org/10.3030/101070599","",27,"2024-08-22 15:14:58","grant","10.3030/101070599","","",,,,,0,0.00,0,0,1,"","",""
0,"","New Omnidirectional Sensor Based on Open-Source Software and Hardware for Tracking and Backtracking of Dual-Axis Solar Trackers in Photovoltaic Plants",2021,"","Rescognito, Inc.","http://dx.doi.org/10.37473/dac/10.3390/s21030726","",38,"2024-08-22 15:14:58","component","10.37473/dac/10.3390/s21030726","","",,,,,0,0.00,0,0,3,"","",""
0,"","New Omnidirectional Sensor Based on Open-Source Software and Hardware for Tracking and Backtracking of Dual-Axis Solar Trackers in Photovoltaic Plants",2021,"","Rescognito, Inc.","http://dx.doi.org/10.37473/fic/10.3390/s21030726","",39,"2024-08-22 15:14:58","component","10.37473/fic/10.3390/s21030726","","",,,,,0,0.00,0,0,3,"","",""
0,"","",2022,"","Publications Office of the European Union","http://dx.doi.org/10.3030/101070008","",40,"2024-08-22 15:14:58","grant","10.3030/101070008","","",,,,,0,0.00,0,0,2,"","",""
0,"","Apoyar el hardware abierto para la ciencia abierta",2023,"","UNESCO","http://dx.doi.org/10.54677/bpfm4095","",45,"2024-08-22 15:14:58","report","10.54677/bpfm4095","","",,,,,0,0.00,0,0,1,"","",""
0,"","",2023,"","Publications Office of the European Union","http://dx.doi.org/10.3030/101112268","",49,"2024-08-22 15:14:58","grant","10.3030/101112268","","",,,,,0,0.00,0,0,1,"","",""
0,"","Entwicklung und Konstruktion einer Wickelmaschine als Open Source Hardware",2024,"Konstruktion","VDI Fachmedien GmbH and Co. KG","http://dx.doi.org/10.37544/0720-5953-2024-03-49","",51,"2024-08-22 15:14:58","journal-article","10.37544/0720-5953-2024-03-49","0720-5953","",76,3,49,51,0,0.00,0,0,1,"<p>Die Maschine ist in der Lage faserverstärkte thermoplastische Kunststoffrohre herzustellen. Entwickelt und konstruiert wurde die Maschine als Open Source Hardware Projekt. Das bedeutet die Baupläne und Zeichnungen werden frei zur Verfügung gestellt. Heimwerker und andere Interessierte sollen dadurch die Möglichkeit bekommen faserverstärkte Rohre eigenständig und günstig herzustellen. Die Entwicklung und Konstruktion der Wickelmaschine ist das Ergebnis einer Masterarbeit an der Hochschule Osnabrück.</p>","",""
0,"","EE5: Is an Open-source Hardware Revolution on the Horizon?",2020,"2020 IEEE International Solid- State Circuits Conference - (ISSCC)","IEEE","http://dx.doi.org/10.1109/isscc19947.2020.9063097","",54,"2024-08-22 15:14:58","proceedings-article","10.1109/isscc19947.2020.9063097","","",,,,,0,0.00,0,0,4,"","http://xplorestaging.ieee.org/ielx7/9046640/9062887/09063097.pdf?arnumber=9063097",""
0,"","Supporting open hardware for open science",2023,"","UNESCO","http://dx.doi.org/10.54677/lumo4515","",65,"2024-08-22 15:14:58","report","10.54677/lumo4515","","",,,,,0,0.00,0,0,1,"","",""
0,"","Open Source and Widely Disseminated Robot Hardware",2015,"IEEE Robotics &amp; Automation Magazine","Institute of Electrical and Electronics Engineers (IEEE)","http://dx.doi.org/10.1109/mra.2015.2500038","",89,"2024-08-22 15:14:58","journal-article","10.1109/mra.2015.2500038","1070-9932","",22,4,165,165,0,0.00,0,0,9,"","http://xplorestaging.ieee.org/ielx7/100/7349124/07349322.pdf?arnumber=7349322",""
0,"","A Proposal for an Internet of Things-based Monitoring System Composed by Low Capability, Open Source and Open Hardware Devices",2014,"Proceedings of the 3rd International Conference on Sensor Networks","SCITEPRESS - Science and and Technology Publications","http://dx.doi.org/10.5220/0004697900870094","",93,"2024-08-22 15:14:58","proceedings-article","10.5220/0004697900870094","","",,,,,0,0.00,0,0,10,"","",""
0,"","",2021,"","Pensoft Publishers","http://dx.doi.org/10.3897/rio.4.e31701.r107674","",95,"2024-08-22 15:14:58","component","10.3897/rio.4.e31701.r107674","","",,,,,0,0.00,0,0,3,"","",""
0,"","",2023,"","SPIE-Intl Soc Optical Eng","http://dx.doi.org/10.1117/12.2658438.6323729580112","",120,"2024-08-22 15:14:58","component","10.1117/12.2658438.6323729580112","","",,,,,0,0.00,0,0,1,"","",""
0,"","CALL FOR PAPERS: IEEE Micro Special Issue on Agile and Open-Source Hardware",2019,"IEEE Micro","Institute of Electrical and Electronics Engineers (IEEE)","http://dx.doi.org/10.1109/mm.2019.2940348","",144,"2024-08-22 15:14:58","journal-article","10.1109/mm.2019.2940348","0272-1732","",39,5,113,113,0,0.00,0,0,5,"","http://xplorestaging.ieee.org/ielx7/40/8833530/08833533.pdf?arnumber=8833533",""
0,"","Environmental control using open source hardware and software based on uecs standards for greenhouse production",2017,"Enhancing Farm Management Efficiency by ICT for Young Farmers","Food and Fertilizer Technology Center for the Asian and Pacific Region","http://dx.doi.org/10.56669/doyu5490","",155,"2024-08-22 15:14:58","proceedings-article","10.56669/doyu5490","","",,,,,0,0.00,0,0,7,"","",""
1,"","Gathering for Open Science Hardware (GOSH)",2017,"F1000Research Channels","F1000 Research Ltd","http://dx.doi.org/10.12688/f1000research.channels.145","",157,"2024-08-22 15:14:58","dataset","10.12688/f1000research.channels.145","","",,,,,1,0.14,0,0,7,"","",""
0,"","مُساندة المعدات المفتوحة لأجل العلم المفتوح",2023,"","UNESCO","http://dx.doi.org/10.54677/hlrz2569","",175,"2024-08-22 15:14:58","report","10.54677/hlrz2569","","",,,,,0,0.00,0,0,1,"","",""
0,"","Soutenir le matériel ouvert en vue d’une science ouverte",2023,"","UNESCO","http://dx.doi.org/10.54677/rdcf7129","",223,"2024-08-22 15:14:58","report","10.54677/rdcf7129","","",,,,,0,0.00,0,0,1,"","",""
1,"","Towards a Peer Economy: How Open Source and Peer-to-Peer Architecture, Hardware, and Consumption Are Transforming the Economy",2014,"Green Utopianism","Routledge","http://dx.doi.org/10.4324/9780203067215-21","",229,"2024-08-22 15:14:58","book-chapter","10.4324/9780203067215-21","","",,,195,216,1,0.10,0,0,10,"","",""
1,"","Building hardware. Electrically powered hold-open devices for swing doors. Requirements and test methods",2013,"","BSI British Standards","http://dx.doi.org/10.3403/01147176","",351,"2024-08-22 15:14:58","standard","10.3403/01147176","","",,,,,1,0.09,0,0,11,"","",""
0,"","Building hardware. Electrically powered hold-open devices for swing doors. Requirements and test methods",2015,"","BSI British Standards","http://dx.doi.org/10.3403/01147176u","",358,"2024-08-22 15:14:58","standard","10.3403/01147176u","","",,,,,0,0.00,0,0,9,"","",""
0,"","",2019,"","Publications Office of the European Union","http://dx.doi.org/10.3030/868375","",446,"2024-08-22 15:14:58","grant","10.3030/868375","","",,,,,0,0.00,0,0,5,"","",""
0,"","Building hardware. Electrically controlled hold-open systems for fire/smoke door assemblies. Requirements, test methods, application and maintenance",2013,"","BSI British Standards","http://dx.doi.org/10.3403/30075159","",505,"2024-08-22 15:14:58","standard","10.3403/30075159","","",,,,,0,0.00,0,0,11,"","",""
0,"","Building hardware. Electrically controlled hold-open systems for fire/smoke door assemblies. Requirements, test methods, application and maintenance",2015,"","BSI British Standards","http://dx.doi.org/10.3403/30075159u","",508,"2024-08-22 15:14:58","standard","10.3403/30075159u","","",,,,,0,0.00,0,0,9,"","",""
0,"","From Open Source to Open Science",2008,"SciVee","SciVee, Inc","http://dx.doi.org/10.4016/6665.01","",584,"2024-08-22 15:14:58","dataset","10.4016/6665.01","","",,,,,0,0.00,0,0,16,"","",""
0,"","Open-Source Electronics Platforms",2019,"","MDPI","http://dx.doi.org/10.3390/books978-3-03897-973-9","",611,"2024-08-22 15:14:58","edited-book","10.3390/books978-3-03897-973-9","","",,,,,0,0.00,0,0,5,"","",""
0,"","Working Scientist podcast: The award-winning neuroscientist who blazes a trail for open hardware",2019,"Nature","Springer Science and Business Media LLC","http://dx.doi.org/10.1038/d41586-019-03468-6","",614,"2024-08-22 15:14:58","journal-article","10.1038/d41586-019-03468-6","0028-0836","",,,,,0,0.00,0,0,5,"","http://www.nature.com/articles/d41586-019-03468-6.pdf",""
0,"","Vorhandene Open Source Basis",2006,"Xpert.press","Springer-Verlag","http://dx.doi.org/10.1007/3-540-33077-1_3","",617,"2024-08-22 15:14:58","book-chapter","10.1007/3-540-33077-1_3","","",,,27,75,0,0.00,0,0,18,"","http://link.springer.com/content/pdf/10.1007/3-540-33077-1_3.pdf",""
0,"","Explaining Open Source:",2005,"The Success of Open Source","Harvard University Press","http://dx.doi.org/10.2307/j.ctv26071g2.8","",618,"2024-08-22 15:14:58","book-chapter","10.2307/j.ctv26071g2.8","","",,,128,156,0,0.00,0,0,19,"","",""
0,"","The Open Source Platform",2007,"Open Source","Cambridge University Press","http://dx.doi.org/10.1017/cbo9780511619526.004","",620,"2024-08-22 15:14:58","book-chapter","10.1017/cbo9780511619526.004","","",,,80,118,0,0.00,0,0,17,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CC9C0779ADC8ECD7C1B0F0DE72AB3F2D",""
0,"","AN OPEN-SOURCE, HARDWARE ACCELERATED INDUSTRY PROTOTYPE FOR MULTIDIMENSIONAL GLYPHS",2020,"14th International Conference on Computer Graphics, Visualization, Computer Vision and Image Processing, 5th International Conference on Big Data Analytics, Data Mining and Computational Intelligence and 9th International Conference on Theory and Practice in Modern Computing","IADIS Press","http://dx.doi.org/10.33965/cgv2020_202011c027","",632,"2024-08-22 15:14:58","proceedings-article","10.33965/cgv2020_202011c027","","",,,,,0,0.00,0,0,4,"","",""
0,"","Queue Portrait: Robert Watson",2012,"Queue","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/2381996.2382552","",657,"2024-08-22 15:14:58","journal-article","10.1145/2381996.2382552","1542-7730","",10,10,20,21,0,0.00,0,0,12,"Robert Watson is a security researcher and open source developer at the University of Cambridge looking at the hardware-software interface. He talks to us about spanning industry and academia, the importance of open source in software research, and challenges facing research that spans traditional boundaries in computer science. We also learn a bit about CPU security, and why applications, rather than operating systems, are increasingly the focus of security research. What are the challenges in the evolving hardware-software interface? Could open source hardware provide a platform for hardware-software research? And why is current hardware part of the problem? George Neville-Neil, Queue’s Kode Vicious, interviews Robert to learn about an exciting computer science research project at Cambridge.","",""
0,"","The Economics of Open Source",2007,"Open Source","Cambridge University Press","http://dx.doi.org/10.1017/cbo9780511619526.008","",658,"2024-08-22 15:14:58","book-chapter","10.1017/cbo9780511619526.008","","",,,265,294,0,0.00,0,0,17,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D21251F41915E38329AAFFDC90C055FC",""
0,"","Technologies Underlying Open Source Development",2007,"Open Source","Cambridge University Press","http://dx.doi.org/10.1017/cbo9780511619526.005","",660,"2024-08-22 15:14:58","book-chapter","10.1017/cbo9780511619526.005","","",,,119,156,0,0.00,0,0,17,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/61A165D813D072FC93D54CFEE4AD15C9",""
0,"","Legal Issues in Open Source",2007,"Open Source","Cambridge University Press","http://dx.doi.org/10.1017/cbo9780511619526.007","",661,"2024-08-22 15:14:58","book-chapter","10.1017/cbo9780511619526.007","","",,,222,264,0,0.00,0,0,17,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E0094D100924C5C22FEE674FC4203123",""
0,"","Explaining Open Source:",2005,"The Success of Open Source","Harvard University Press","http://dx.doi.org/10.2307/j.ctv26071g2.9","",662,"2024-08-22 15:14:58","book-chapter","10.2307/j.ctv26071g2.9","","",,,157,189,0,0.00,0,0,19,"","",""
1,"","The Open Source Development Process",2006,"Open Source Messaging Application Development","Apress","http://dx.doi.org/10.1007/978-1-4302-0047-5_2","",663,"2024-08-22 15:14:58","book-chapter","10.1007/978-1-4302-0047-5_2","","",,,23,36,1,0.06,0,0,18,"","http://link.springer.com/content/pdf/10.1007/978-1-4302-0047-5_2.pdf",""
0,"","Out of Hardware to Open Systems in Record Time",1992,"Aircraft Engineering and Aerospace Technology","Emerald","http://dx.doi.org/10.1108/eb037237","",672,"2024-08-22 15:14:58","journal-article","10.1108/eb037237","0002-2667","",64,5,18,26,0,0.00,0,0,32,"LUCAS Aerospace Ltd. in Luton, Bedfordshire, has earned an outstanding reputation for quality that is reflected in its products, its award‐winning training programme, and its commitment to its entire organisation and workforce. As a company dedicated to quality, Lucas is constantly re‐evaluating its practices to determine opportunities for improvement. In doing so, Lucas has taken great leaps in its technological approach, most recently by its conversion from McDonnell Douglas hardware to the IBM RS6000 with the help of Kewill‐Trifid's IBS manufacturing and business software. The change to Open Systems was the calculated result of extensive research and testing, but the resulting degree of success was unprecedented. The company plays an integral role in the aviation and defence industries in Great Britain and around the world. As the Engineering and Heating Systems Division of Lucas Aerospace Ltd., Lucas Luton's function is twofold: manufacturing aircraft transparencies for cockpits and cabins for civil and military aircraft, for example the Tornado canopy and A320 pilot cabin windows; and producing de‐icing systems for aircraft — an application that stops ice forming on aircraft engine intakes, wings and also on helicopter blades. Lucas also currently possesses the contract to develop screens for the European Fighter Aircraft, and it provides anti‐icing systems for the Concorde, the EH 101 helicopter for Westland Helicopters, and the V22 tilt rotor helicopter in the United States. As recent recipients of both a British Quality Award and a National Training Award, Lucas clearly shows that its commitment to its people — their training, development and job satisfaction — is equal in importance to their production of an excellent quality product.","https://www.emerald.com/insight/content/doi/10.1108/eb037237/full/html",""
0,"","Abstract 86: Osseodensification: A Novel Approach to Surgical Hardware Fixation",2016,"Plastic and Reconstructive Surgery - Global Open","Ovid Technologies (Wolters Kluwer Health)","http://dx.doi.org/10.1097/01.gox.0000489018.89449.9b","",682,"2024-08-22 15:14:58","journal-article","10.1097/01.gox.0000489018.89449.9b","2169-7574","",4,4,77,77,0,0.00,0,0,8,"","https://journals.lww.com/01720096-201604001-00151",""
0,"","Open Source in the Public Sector",2007,"Open Source","Cambridge University Press","http://dx.doi.org/10.1017/cbo9780511619526.010","",689,"2024-08-22 15:14:58","book-chapter","10.1017/cbo9780511619526.010","","",,,309,324,0,0.00,0,0,17,"","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/C82C029CA6CED897609648736FFF6D84",""
0,"","The Early History of Open Source",2005,"The Success of Open Source","Harvard University Press","http://dx.doi.org/10.2307/j.ctv26071g2.5","",690,"2024-08-22 15:14:58","book-chapter","10.2307/j.ctv26071g2.5","","",,,20,53,0,0.00,0,0,19,"","",""
