Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
33,"A. Bonarini","R2P: An open source hardware and software modular approach to robot prototyping",2014,"Robotics and Autonomous Systems","","https://api.elsevier.com/content/article/eid/1-s2.0-S092188901300153X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84901232051&origin=inward",133,"2024-08-22 16:58:49","Article","10.1016/j.robot.2013.08.009","0921-8890","https://api.elsevier.com/content/abstract/scopus_id/84901232051",62,7,1073,1084,33,3.30,33,1,10,"","",""
36,"A. Chianese","Designing a smart multisensor framework based on beaglebone black board",2015,"Lecture Notes in Electrical Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84915822524&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84915822524&origin=inward",122,"2024-08-22 16:58:49","Conference Paper","10.1007/978-3-662-45402-2_60","1876-1100","https://api.elsevier.com/content/abstract/scopus_id/84915822524",330,,391,397,36,4.00,36,1,9,"","",""
62,"A. Deshmukh","A low cost environment monitoring system using raspberry pi and Arduino with Zigbee",2016,"Proceedings of the International Conference on Inventive Computation Technologies, ICICT 2016","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85021824350&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85021824350&origin=inward",59,"2024-08-22 16:58:49","Conference Paper","10.1109/INVENTIVE.2016.7830096","","https://api.elsevier.com/content/abstract/scopus_id/85021824350",2016,,,,62,7.75,62,1,8,"","",""
39,"A. Dongare","OpenChirp: A Low-Power Wide-Area Networking architecture",2017,"2017 IEEE International Conference on Pervasive Computing and Communications Workshops, PerCom Workshops 2017","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020003908&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020003908&origin=inward",110,"2024-08-22 16:58:49","Conference Paper","10.1109/PERCOMW.2017.7917625","","https://api.elsevier.com/content/abstract/scopus_id/85020003908",,,569,574,39,5.57,39,1,7,"","",""
50,"A. Hafid","Full Impedance Cardiography Measurement Device Using Raspberry PI3 and System-on-Chip Biomedical Instrumentation Solutions",2018,"IEEE Journal of Biomedical and Health Informatics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038859857&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85038859857&origin=inward",77,"2024-08-22 16:58:49","Article","10.1109/JBHI.2017.2783949","2168-2194","https://api.elsevier.com/content/abstract/scopus_id/85038859857",22,6,1883,1894,50,8.33,50,1,6,"","",""
271,"A. Hill","AudioMoth: Evaluation of a smart open acoustic device for monitoring biodiversity and the environment",2018,"Methods in Ecology and Evolution","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040650727&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040650727&origin=inward",6,"2024-08-22 16:58:49","Article","10.1111/2041-210X.12955","2041-210X","https://api.elsevier.com/content/abstract/scopus_id/85040650727",9,5,1199,1211,271,45.17,271,1,6,"","",""
122,"A. Izraelevitz","Reusability is FIRRTL ground: Hardware construction languages, compiler frameworks, and transformations",2017,"IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043501935&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043501935&origin=inward",16,"2024-08-22 16:58:49","Conference Paper","10.1109/ICCAD.2017.8203780","1092-3152","https://api.elsevier.com/content/abstract/scopus_id/85043501935",2017,,209,216,122,17.43,122,1,7,"","",""
24,"A. Jönsson","The FAST Pump, a low-cost, easy to fabricate, SLA-3D-printed peristaltic pump for multi-channel systems in any lab",2020,"HardwareX","","https://api.elsevier.com/content/article/eid/1-s2.0-S2468067220300249","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086632472&origin=inward",187,"2024-08-22 16:58:49","Article","10.1016/j.ohx.2020.e00115","2468-0672","https://api.elsevier.com/content/abstract/scopus_id/85086632472",8,,,,24,6.00,24,1,4,"","",""
71,"A. Maia Chagas","Haves and have nots must find a better way: The case for open scientific hardware",2018,"PLoS biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054778962&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054778962&origin=inward",52,"2024-08-22 16:58:49","Article","10.1371/journal.pbio.3000014","1545-7885","https://api.elsevier.com/content/abstract/scopus_id/85054778962",16,9,,,71,11.83,71,1,6,"","",""
23,"A. Manecy","X4-MaG: A low-cost open-source micro-quadrotor and its linux based controller",2015,"International Journal of Micro Air Vehicles","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84951025969&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84951025969&origin=inward",198,"2024-08-22 16:58:49","Review","10.1260/1756-8293.7.2.89","1756-8293","https://api.elsevier.com/content/abstract/scopus_id/84951025969",7,2,89,109,23,2.56,23,1,9,"","",""
115,"A. Marzo","Ultraino: An Open Phased-Array System for Narrowband Airborne Ultrasound Transmission",2018,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032722793&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032722793&origin=inward",19,"2024-08-22 16:58:49","Article","10.1109/TUFFC.2017.2769399","0885-3010","https://api.elsevier.com/content/abstract/scopus_id/85032722793",65,1,102,111,115,19.17,115,1,6,"","",""
44,"A. Mejías","Easy handling of sensors and actuators over TCP/IP networks by open source hardware/software",2017,"Sensors (Switzerland)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85012097751&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85012097751&origin=inward",94,"2024-08-22 16:58:49","Article","10.3390/s17010094","1424-8220","https://api.elsevier.com/content/abstract/scopus_id/85012097751",17,1,,,44,6.29,44,1,7,"","",""
35,"A. Mukherjee","Lightweight sustainable intelligent load forecasting platform for smart grid applications",2020,"Sustainable Computing: Informatics and Systems","","https://api.elsevier.com/content/article/eid/1-s2.0-S2210537918303421","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075214262&origin=inward",125,"2024-08-22 16:58:49","Article","10.1016/j.suscom.2019.100356","2210-5379","https://api.elsevier.com/content/abstract/scopus_id/85075214262",25,,,,35,8.75,35,1,4,"","",""
30,"A. Mullapudi","Shaping streamflow using a real-time stormwater control network",2018,"Sensors (Switzerland)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85050211054&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85050211054&origin=inward",145,"2024-08-22 16:58:49","Article","10.3390/s18072259","1424-8220","https://api.elsevier.com/content/abstract/scopus_id/85050211054",18,7,,,30,5.00,30,1,6,"","",""
82,"A. Nayyar","A review of Arduino board's, Lilypad's &amp; Arduino shields",2016,"Proceedings of the 10th INDIACom; 2016 3rd International Conference on Computing for Sustainable Global Development, INDIACom 2016","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84997113248&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84997113248&origin=inward",32,"2024-08-22 16:58:49","Conference Paper","","","https://api.elsevier.com/content/abstract/scopus_id/84997113248",,,1485,1492,82,10.25,82,1,8,"","",""
